"LTER","Site/Stream.Name","Sampling.Date","Daily.Avg.Q.(Discharge)","Instantaneous.Q.(Discharge)","Stage.Height","Temp.C","Conductivity","Spec.Cond","Turbidity","TSS","VSS","DSi","TN","TDN","DIN","NOx","NO3","NO2","NH4","DON","TP","TDP","PO4","SRP","DOC","TOC","alkalinity","ANC","pH","DIC","Suspended.Chl","Benthic.Chl","Na","K","Ca","Mg","SO4","Cl"
"ARC ","Imnavait WT 07 Weir",2004-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,21,NA,NA,NA,NA,NA,NA,NA,0.115,NA,0.0846,NA,1071,NA,38,NA,NA,NA,NA,NA,6.5,0.143,30.9,15.6,0.3,2.9
"ARC ","Imnavait WT 07 Weir",2004-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,20.4,NA,NA,NA,NA,NA,NA,NA,0.107,NA,0.0646,NA,1057,NA,32,NA,NA,NA,NA,NA,6.5,0.189,30,15.4,0.3,0.5
"ARC ","Imnavait WT 07 Weir",2004-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,20.9,NA,NA,NA,NA,NA,NA,NA,0.128,NA,0.0926,NA,1095,NA,30,NA,NA,NA,NA,NA,7,0.13,29.4,15.4,0.3,0.9
"ARC ","Imnavait WT 07 Weir",2004-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,21.2,NA,NA,NA,NA,NA,NA,NA,0.124,NA,0.0524,NA,1089,NA,20,NA,NA,NA,NA,NA,7.3,0.097,29.8,15.4,0.2,3.3
"ARC ","Imnavait WT 07 Weir",2004-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,19.9,NA,NA,NA,NA,NA,NA,NA,0.111,NA,0.0344,NA,1070,NA,24,NA,NA,NA,NA,NA,7.5,0.216,28.7,14.9,0.3,0.4
"ARC ","Imnavait WT 07 Weir",2004-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,19.9,NA,NA,NA,NA,NA,NA,NA,0.106,NA,0.0495,NA,1076,NA,22,NA,NA,NA,NA,NA,7.1,0.099,29,15,0.3,0.4
"ARC ","Imnavait WT 07 Weir",2004-07-30,NA,NA,NA,NA,NA,8.6,NA,NA,NA,58.3,18.6,NA,NA,NA,NA,NA,NA,NA,0.0962,NA,0.0321,NA,1063,NA,19,NA,NA,NA,NA,NA,7,0.133,28.9,15,0.3,1
"ARC ","Imnavait WT 07 Weir",2004-07-31,NA,NA,NA,NA,NA,9.1,NA,NA,NA,52.4,19.8,NA,NA,NA,NA,NA,NA,NA,0.0803,NA,0.033,NA,1191,NA,26,NA,NA,NA,NA,NA,7.2,0.32,29.7,15.7,0.4,0.6
"ARC ","Imnavait WT 07 Weir",2004-07-31,NA,NA,NA,NA,NA,10.3,NA,NA,NA,45.6,23,NA,NA,NA,NA,NA,NA,NA,0.175,NA,0.0342,NA,1387,NA,19,NA,NA,NA,NA,NA,7.6,0.303,33.2,18,0.4,0.7
"ARC ","Imnavait WT 07 Weir",2004-08-01,NA,NA,NA,NA,NA,9.7,NA,NA,NA,45.9,20.9,NA,NA,NA,NA,NA,NA,NA,0.117,NA,0.0505,NA,1251,NA,20,NA,NA,NA,NA,NA,7.9,0.616,30.1,16.4,0.3,0.8
"ARC ","Imnavait WT 07 Weir",2004-08-01,NA,NA,NA,NA,NA,9.6,NA,NA,NA,47.7,20.9,NA,NA,NA,NA,NA,NA,NA,0.123,NA,0.0544,NA,1208,NA,23,NA,NA,NA,NA,NA,7.9,0.613,29.5,16.1,0.3,0.5
"ARC ","Imnavait WT 07 Weir",2004-08-02,NA,NA,NA,NA,NA,8.7,NA,NA,NA,43.1,19.9,NA,NA,NA,NA,NA,NA,NA,0.104,NA,0.0611,NA,1135,NA,20,NA,NA,NA,NA,NA,7.6,0.179,27,14.6,0.4,0.8
"ARC ","Imnavait WT 07 Weir",2004-08-03,NA,NA,NA,NA,NA,8.8,NA,NA,NA,39.6,19.1,NA,NA,NA,NA,NA,NA,NA,0.111,NA,0.0936,NA,1108,NA,10,NA,NA,NA,NA,NA,7.6,0.288,26.7,14.3,0.3,1.1
"ARC ","Imnavait WT 07 Weir",2004-08-03,NA,NA,NA,NA,NA,26.2,NA,NA,NA,39.8,19,NA,NA,NA,NA,NA,NA,NA,0.0997,NA,0.0591,NA,1106,NA,22,NA,NA,NA,NA,NA,7.5,0.144,26.6,14.3,0.3,0.6
"ARC ","Imnavait WT 07 Weir",2004-08-04,NA,NA,NA,NA,NA,8.7,NA,NA,NA,40.9,18.9,NA,NA,NA,NA,NA,NA,NA,0.0976,NA,0.0747,NA,1080,NA,11,NA,NA,NA,NA,NA,7.7,0.125,26.2,14.1,0.3,1.2
"ARC ","Imnavait WT 07 Weir",2005-05-13,NA,500,NA,0.2,NA,11.2,NA,NA,NA,4,18.9,NA,0.118,0.118,NA,NA,NA,NA,0.46,NA,0.16,NA,1062,NA,0,NA,5.58,43.00217,NA,NA,5.3,14.3,5.8,3.1,0.3,5
"ARC ","Imnavait WT 07 Weir",2005-05-14,NA,300,NA,0.1,NA,12.7,NA,NA,NA,5.5,22.7,NA,0.122,0.122,NA,NA,NA,NA,0.557,NA,0.141,NA,1335,NA,0,NA,5.92,42.00259,NA,NA,5.8,16,8.1,5.4,0.3,6.3
"ARC ","Imnavait WT 07 Weir",2005-05-15,NA,100,NA,0.2,NA,15.2,NA,NA,NA,7.3,29,NA,0.1,0.1,NA,NA,NA,NA,0.761,NA,0.13,NA,1664,NA,0,NA,5.49,40.00397,NA,NA,7.1,17.3,12.5,8.8,0.3,2.3
"ARC ","Imnavait WT 07 Weir",2005-05-19,NA,150,NA,0.2,NA,15.3,NA,NA,NA,5.8,28.2,NA,0.0932,0.0932,NA,NA,NA,NA,0.834,NA,0.144,NA,1658,NA,0,NA,5,35.00308,NA,NA,6.9,15.1,13.4,9,0.3,0.7
"ARC ","Imnavait WT 07 Weir",2005-05-20,NA,80,NA,0.2,NA,14.8,NA,NA,NA,5.6,27.4,NA,0.0494,0.0494,NA,NA,NA,NA,0.767,NA,0.163,NA,1619,NA,0,NA,5.65,36.00459,NA,NA,7.1,14.6,12.9,8.6,0.3,0.8
"ARC ","Imnavait WT 07 Weir",2005-05-21,NA,225,NA,0.2,NA,11.6,NA,NA,NA,4,21.6,NA,0.0529,0.0529,NA,NA,NA,NA,0.569,NA,0.125,NA,1231,NA,0,NA,5.17,40.00644,NA,NA,6.1,11.8,8.9,5.5,0.4,1.5
"ARC ","Imnavait WT 07 Weir",2005-05-22,NA,150,NA,0.2,NA,12.5,NA,NA,NA,5.8,28.2,NA,0.0249,0.0249,NA,NA,NA,NA,0.664,NA,0.196,NA,1496,NA,5,NA,NA,38.00387,NA,NA,7.5,13.4,13.5,9,0.5,1.6
"ARC ","Imnavait WT 07 Weir",2005-05-23,NA,150,NA,0.3,NA,12.9,NA,NA,NA,7.7,32.6,NA,0.0617,0.0617,NA,NA,NA,NA,0.707,NA,0.18,NA,1656,NA,8,NA,5.91,39.00585,NA,NA,8.4,13.7,17.3,11.8,0.6,2.1
"ARC ","Imnavait WT 07 Weir",2005-05-24,NA,100,NA,0.3,NA,11.9,NA,NA,NA,7,30.1,NA,0.0901,0.0901,NA,NA,NA,NA,1.09,NA,0.363,NA,1400,NA,16,NA,5.96,80.0405,NA,NA,8.7,12.4,15.5,11.2,1.1,4.5
"ARC ","Imnavait WT 07 Weir",2005-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,34.1,NA,0.0868,0.0868,NA,NA,NA,NA,0.214,NA,0.0922,NA,1788,NA,0,NA,NA,NA,NA,NA,9.7,0.484,42.6,26.1,0.5,0.6
"ARC ","Imnavait WT 07 Weir",2005-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,34,NA,0.179,0.179,NA,NA,NA,NA,0.353,NA,0.0774,NA,1844,NA,7,NA,NA,NA,NA,NA,10.5,0.51,44,26.8,0.5,0.3
"ARC ","Imnavait WT 07 Weir",2005-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,32.4,NA,0.177,0.177,NA,NA,NA,NA,0.265,NA,0.0348,NA,1811,NA,6,NA,NA,NA,NA,NA,10.4,0.512,42.4,26.3,0.5,3.9
"ARC ","Imnavait WT 07 Weir",2005-07-11,NA,2670,35.1,1.1,NA,14.9,NA,NA,NA,61.5,25,NA,0.0964,0.0964,NA,NA,NA,NA,0.212,NA,0.0519,NA,1546,NA,25,NA,4.64,116.00442,NA,NA,10.1,0.27,38.4,23.1,0.5,0.4
"ARC ","Imnavait WT 07 Weir",2005-07-12,NA,1330,37.5,1.7,NA,14.7,NA,NA,NA,51.4,38.9,NA,0.217,0.217,NA,NA,NA,NA,0.21,NA,0.0481,NA,1617,NA,18,NA,4.38,99.00196,NA,NA,9.3,0.361,38.1,23.2,0.6,1.2
"ARC ","Imnavait WT 07 Weir",2005-07-12,NA,NA,NA,NA,NA,10.8,NA,NA,NA,51.4,28.7,NA,0.183,0.183,NA,NA,NA,NA,0.348,NA,0.0854,NA,1638,NA,38,NA,NA,NA,NA,NA,12.3,0.602,39.5,22.4,0.7,2.6
"ARC ","Imnavait WT 07 Weir",2005-07-13,NA,810,36,1.6,NA,14.1,NA,NA,NA,50.4,24.8,NA,0.139,0.139,NA,NA,NA,NA,0.239,NA,0.0589,NA,1480,NA,21,NA,4.24,107.000807,NA,NA,9.5,0.166,35.6,21.4,0.9,1.9
"ARC ","Imnavait WT 07 Weir",2005-07-13,NA,NA,NA,NA,NA,27.8,NA,NA,NA,50.1,26.7,NA,0.197,0.197,NA,NA,NA,NA,0.242,NA,0.0439,NA,1537,NA,26,NA,NA,NA,NA,NA,10.2,0.265,35.4,21.4,0.9,1.1
"ARC ","Imnavait WT 07 Weir",2005-07-13,NA,NA,NA,NA,NA,20.8,NA,NA,NA,51.3,26.4,NA,0.147,0.147,NA,NA,NA,NA,0.258,NA,0.0554,NA,1494,NA,26,NA,NA,NA,NA,NA,10.3,0.761,35.6,21,0.6,1.4
"ARC ","Imnavait WT 07 Weir",2005-07-14,NA,NA,NA,2.8,NA,13.3,NA,NA,NA,53.7,25.5,NA,NA,NA,NA,NA,NA,NA,0.197,NA,0.0432,NA,1411,NA,25,NA,4.63,140.00307,NA,NA,9.1,0.152,33.7,20,0.6,0.2
"ARC ","Imnavait WT 07 Weir",2006-05-19,NA,200,NA,0,NA,20.8,NA,NA,NA,13.4,36,NA,0.143,0.143,NA,NA,NA,NA,1.09,NA,0.436,NA,2087,NA,16,NA,4.74,42.0715,NA,NA,10.6,32.9,30.8,20.6,NA,NA
"ARC ","Island Lake",2001-07-12,NA,NA,NA,10.5,NA,130.6,NA,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,925,NA,7.89,28.133,NA,NA,77.4,11.2,482.9,172.1,NA,NA
"ARC ","Island Lake",2002-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,NA,NA,NA,77.2,10.6,517.4,182.9,142.2,6.8
"ARC ","Island Lake",2006-07-07,NA,NA,NA,11,NA,121.2,NA,NA,NA,19.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,935,NA,8.15,NA,NA,0.4,59.8,10.7,453.6,150.2,NA,NA
"ARC ","Itkillik Lake",2001-07-12,NA,NA,NA,14.7,NA,256,NA,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,2444,NA,8.39,20.14,NA,NA,45.9,16.6,1285,301.6,NA,NA
"ARC ","Lake Africa",1995-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,39.8,NA,1.52,0.12,NA,NA,1.4,NA,0.0898,NA,0.08,NA,553,NA,1192,NA,NA,38.364,NA,NA,768.7,35.2,768.3,193.1,7.1,1275
"ARC ","Lake Africa",1995-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,58,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,NA,563,NA,1233,NA,NA,32.251,NA,NA,856.6,31.3,798.4,208.7,6.3,1469
"ARC ","Lake Africa",1995-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,NA,NA,NA,NA,NA,NA,NA,0.0942,NA,NA,NA,590,NA,1366,NA,NA,42.11,NA,NA,1083,34.5,936.1,253.1,6.5,1760
"ARC ","Lake Africa",1995-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,NA,1458,NA,NA,28.167,NA,NA,392,10.8,581.8,93.5,6.7,1890
"ARC ","Lake Africa",1995-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,1659,NA,NA,31.173,NA,NA,1269,36.6,1094,296.2,6.6,2064
"ARC ","Lake Anne",2001-07-12,NA,NA,NA,13.2,NA,85.2,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NA,900,NA,8.1,19.269,NA,NA,34.6,6.92,470.8,84.3,NA,NA
"ARC ","Lake Charles",2001-07-12,NA,NA,NA,17.3,NA,26.7,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,NA,221,NA,7.63,26.842,NA,NA,16.2,8.72,125.5,29.9,NA,NA
"ARC ","Lake Charles",2006-07-09,NA,NA,NA,16.2,NA,28.8,NA,NA,NA,9,25.4,NA,NA,NA,NA,NA,NA,NA,0.365,NA,NA,NA,1002,NA,195,NA,7.32,NA,NA,NA,12.4,6.23,125.4,31.4,NA,NA
"ARC ","Lake Colleen",1995-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,27.4,NA,NA,NA,NA,NA,NA,NA,0.0708,NA,NA,NA,416,NA,1243,NA,NA,55.64,NA,NA,336.2,20.6,675.3,138.8,7,647.2
"ARC ","Lake Colleen",1995-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,30.1,NA,NA,NA,NA,NA,NA,NA,0.0952,NA,NA,NA,525,NA,1566,NA,NA,60.8,NA,NA,518.8,23.7,778.7,160.8,18.2,905.9
"ARC ","Lake Colleen",1995-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,33.6,NA,NA,NA,NA,NA,NA,NA,0.0845,NA,NA,NA,409,NA,1536,NA,NA,114.85,NA,NA,538.9,27.4,896.8,178.7,12.5,873.9
"ARC ","Lake Colleen",1995-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,1506,NA,NA,99,NA,NA,118.7,6.94,659.5,40.8,8,797.1
"ARC ","Lake Colleen",1995-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,NA,1480,NA,NA,30.323,NA,NA,396.7,16.2,835.4,149.6,6.1,911.8
"ARC ","Lake Colleen",2006-07-09,NA,NA,NA,6.5,NA,NA,NA,NA,NA,0.8,19.2,NA,NA,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,405,NA,2148,NA,8.14,NA,NA,NA,656.1,33.9,1165,241.1,NA,NA
"ARC ","Lake George",2001-07-12,NA,NA,NA,15.4,NA,161.6,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,NA,1605,NA,8.55,12.749,NA,NA,33.4,12.3,811.8,120.1,NA,NA
"ARC ","Lake William",2006-07-09,NA,NA,NA,13.7,NA,189,NA,NA,NA,12.9,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,1628,NA,7.77,NA,NA,NA,39.5,13.6,857.3,123.3,NA,NA
"ARC ","Milkyway Lower",1993-06-14,NA,NA,NA,6.6,NA,91.6,NA,NA,NA,39.4,NA,NA,2.71,2.51,NA,NA,0.2,NA,NA,NA,0.23,NA,425,NA,861,NA,7.37,51.0141,NA,NA,19.1,6.14,381.7,56.8,16.6,21.1
"ARC ","Milkyway Lower",1993-06-21,NA,NA,NA,4.7,NA,124.7,NA,NA,NA,40.6,NA,NA,7.41,7.41,NA,NA,NA,NA,NA,NA,0.18,NA,374,NA,1162,NA,7.79,59.011,NA,NA,20.4,4.35,536.4,76.9,23.4,3.5
"ARC ","Milkyway Lower",1993-06-28,NA,NA,NA,6.6,NA,131.9,NA,NA,NA,40.5,NA,NA,7.27,6.98,NA,NA,0.29,NA,NA,NA,0.25,NA,320,NA,1239,NA,7.87,90.00987,NA,NA,21.8,4.09,566.4,82.7,23,24.3
"ARC ","Milkyway Lower",1993-07-05,NA,NA,NA,6.9,NA,146,NA,NA,NA,45.3,NA,NA,6.85,6.65,NA,NA,0.2,NA,NA,NA,0.07,NA,298,NA,1352,NA,7.44,78.0334,NA,NA,27.4,3.58,621.3,103.3,24.8,5.6
"ARC ","Milkyway Lower",1993-07-12,NA,NA,NA,8.6,NA,115.1,NA,NA,NA,51.4,NA,NA,3.04,2.05,NA,NA,0.99,NA,NA,NA,NA,NA,403,NA,1077,NA,7.15,73.0279,NA,NA,22.6,3.58,484,74.5,18.5,4.7
"ARC ","Milkyway Lower",1993-07-19,NA,NA,NA,10.1,NA,149.1,NA,NA,NA,49.8,NA,NA,5.63,4.96,NA,NA,0.67,NA,0.0801,NA,0.11,NA,315,NA,1428,NA,6.93,64.0254,NA,NA,27.8,4.6,648.7,107,19.7,5.1
"ARC ","Milkyway Lower",1993-08-12,NA,NA,NA,6.3,NA,124.8,NA,NA,NA,61.4,NA,NA,4.91,3.64,NA,NA,1.27,NA,NA,NA,NA,NA,378,NA,1164,NA,7.17,78,NA,NA,27.4,6.39,499,85.6,20.5,5.6
"ARC ","Milkyway Lower",1994-07-08,NA,NA,NA,9.1,NA,71,NA,NA,NA,39.3,NA,NA,3.05,0.3,NA,NA,2.75,NA,NA,NA,NA,NA,531,NA,626,NA,7.87,64.0262,NA,NA,22.5,3.87,303.7,49.2,13.7,1
"ARC ","Milkyway Lower",1994-07-15,NA,NA,NA,11.1,NA,86,NA,NA,NA,38.9,NA,NA,2.4,0.6,NA,NA,1.8,NA,NA,NA,NA,NA,531,NA,785,NA,7.42,66.0384,NA,NA,26.5,3.28,366.2,59.9,14.6,1.6
"ARC ","Milkyway Lower",1994-07-19,NA,NA,NA,11.4,NA,70.6,NA,NA,NA,47.2,NA,NA,1.92,0.62,NA,NA,1.3,NA,NA,NA,NA,NA,569,NA,603,NA,8.21,71.0387,NA,NA,22.8,2.82,320.1,58.7,12.3,10.8
"ARC ","Milkyway Lower",1994-07-22,NA,NA,NA,10.2,NA,71.3,NA,NA,NA,45.1,NA,NA,3.54,0.64,NA,NA,2.9,NA,0.322,NA,0.27,NA,577,NA,616,NA,7.48,73.0499,NA,NA,25.9,3.81,320.5,62.5,12.6,2.6
"ARC ","Milkyway Lower",1994-07-29,NA,NA,NA,10,NA,120.2,NA,NA,NA,41.7,NA,NA,3.5,1.9,NA,NA,1.6,NA,NA,NA,NA,NA,393,NA,1131,NA,7.27,80.0501,NA,NA,30.9,4.89,564.3,87.1,18.5,0.9
"ARC ","Milkyway Lower",1994-08-05,NA,NA,NA,10.2,NA,141.5,NA,NA,NA,54.1,NA,NA,4.88,3.08,NA,NA,1.8,NA,NA,NA,NA,NA,388,NA,1332,NA,7.6,73.0337,NA,NA,31.2,6.26,674.7,107.5,19.1,1.8
"ARC ","Milkyway Lower",1994-08-12,NA,NA,NA,9.4,NA,155.2,NA,NA,NA,54.3,NA,NA,NA,NA,NA,NA,NA,NA,0.0897,NA,NA,NA,359,NA,1534,NA,8.02,65.0202,NA,NA,35.2,5.95,735.7,112.5,19.6,10.2
"ARC ","Milkyway Lower",1994-08-19,NA,NA,NA,6.6,NA,158.7,NA,NA,NA,57.8,NA,NA,10.48,9.68,NA,NA,0.8,NA,NA,NA,NA,NA,324,NA,1550,NA,7.62,72.0288,NA,NA,33,6.11,764.7,114.4,20,2.7
"ARC ","Milkyway Lower",1995-06-16,NA,NA,NA,6.8,NA,87.5,NA,NA,NA,37,13.3,NA,3.56,1.76,NA,NA,1.8,NA,NA,NA,NA,NA,419,NA,818,NA,7.59,48.0086,NA,NA,20.5,4.13,403.6,60.1,11.5,0.8
"ARC ","Milkyway Lower",1995-06-30,NA,NA,NA,7.4,NA,96.9,NA,NA,NA,40.3,16.3,NA,3.07,2.17,NA,NA,0.9,NA,NA,NA,NA,NA,400,NA,892,NA,NA,3,NA,NA,23.1,3.99,452.3,70.5,8,0.6
"ARC ","Milkyway Lower",1995-07-07,NA,NA,NA,10,NA,96.2,NA,NA,NA,25.6,16.7,NA,2.97,2.37,NA,NA,0.6,NA,NA,NA,0.28,NA,426,NA,NA,NA,7.5,64.0164,NA,NA,17.3,2.93,370.5,54.4,12.3,0.6
"ARC ","Milkyway Lower",1995-07-14,NA,NA,NA,10.9,NA,86,NA,NA,NA,47.9,19.9,NA,2.44,1.14,NA,NA,1.3,NA,NA,NA,0.27,NA,552,NA,742,NA,7.41,94.033,NA,NA,22.6,3.34,388,67.1,12.8,0.3
"ARC ","Milkyway Lower",1995-07-21,NA,NA,NA,8.3,NA,63.2,NA,NA,NA,49.1,18.8,NA,0.56,0.16,NA,NA,0.4,NA,NA,NA,0.2,NA,676,NA,430,NA,7.3,70.0579,NA,NA,17,2.92,264.1,61.6,11.1,0.9
"ARC ","Milkyway Lower",1995-08-04,NA,NA,NA,6.8,NA,90.3,NA,NA,NA,43.4,NA,NA,1.82,1.12,NA,NA,0.7,NA,NA,NA,0.19,NA,404,NA,808,NA,7.62,79.0405,NA,NA,23.1,7.93,411.7,76.1,13.9,1.1
"ARC ","Milkyway Lower",1996-06-12,NA,NA,NA,8.4,NA,51.7,NA,NA,NA,25.5,NA,NA,0.77,0.47,NA,NA,0.3,NA,NA,NA,0.08,NA,462,NA,461,NA,7.19,45.0205,NA,NA,17.8,4.02,225.8,44,12.3,1.8
"ARC ","Milkyway Lower",1996-06-21,NA,NA,NA,4.9,NA,106.6,NA,NA,NA,35,NA,NA,3.3,3,NA,NA,0.3,NA,NA,NA,0.08,NA,331,NA,987,NA,7.35,58.019,NA,NA,23.7,4.1,529.6,79.3,13.9,1.5
"ARC ","Milkyway Lower",1996-06-28,NA,NA,NA,4.4,NA,105,NA,NA,NA,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,NA,7.42,56.0258,NA,NA,23.8,3.65,502.7,74.9,13.2,1
"ARC ","Milkyway Lower",1996-07-05,NA,NA,NA,6.9,NA,122.8,NA,NA,NA,34.9,NA,NA,4.93,4.43,NA,NA,0.5,NA,NA,NA,0.13,NA,NA,NA,1195,NA,7.53,64.0102,NA,NA,25.5,3.91,580.7,84.4,16.2,1
"ARC ","Milkyway Lower",1996-07-12,NA,NA,NA,6.1,NA,133.3,NA,NA,NA,38.3,NA,NA,6.05,5.65,NA,NA,0.4,NA,NA,NA,0.08,NA,296,NA,1251,NA,7.55,51.017,NA,NA,26.9,3.99,635,91.8,16.3,1.1
"ARC ","Milkyway Lower",1996-07-26,NA,NA,NA,8.3,NA,130,NA,NA,NA,46.1,NA,NA,4.42,4.02,NA,NA,0.4,NA,NA,NA,0.14,NA,364,NA,1276,NA,7.6,63.0249,NA,NA,28.7,4.38,616.4,92,13.9,1
"ARC ","Milkyway Lower",1996-08-20,NA,NA,NA,4.8,NA,113,NA,NA,NA,48.8,NA,NA,0.41,0.11,NA,NA,0.3,NA,NA,NA,0.15,NA,NA,NA,1205,NA,7.75,48.387,NA,NA,27.3,4.62,601.6,92.9,15,1
"ARC ","Milkyway Lower",1996-08-27,NA,NA,NA,3.1,NA,126.7,NA,NA,NA,47.8,NA,NA,7.11,6.51,NA,NA,0.6,NA,NA,NA,0.21,NA,NA,NA,1238,NA,7.76,63.0295,NA,NA,27.5,4.78,632.4,93.4,18.6,1.2
"ARC ","Milkyway Lower",1997-06-09,NA,NA,NA,9.2,NA,53.9,NA,NA,NA,42.9,10.8,NA,NA,NA,NA,NA,NA,NA,0.0724,NA,NA,NA,321,NA,481,NA,7.37,44.0285,NA,NA,16.9,4.24,236.7,54.8,11.1,1.9
"ARC ","Milkyway Lower",1997-06-20,NA,NA,NA,7.3,NA,80.3,NA,NA,NA,49.3,11.6,NA,0.999,0.999,NA,NA,NA,NA,0.0441,NA,NA,NA,409,NA,763,NA,7.52,61.106,NA,NA,20.3,3.18,357,75.7,12.2,1
"ARC ","Milkyway Lower",1997-07-01,NA,NA,NA,6.9,NA,130.6,NA,NA,NA,56,13.8,NA,5.15,4.65,NA,NA,0.5,NA,0.045,NA,0.0727,NA,301,NA,1272,NA,7.7,67.00792,NA,NA,25.9,3.83,587.4,109.1,16.5,1.3
"ARC ","Milkyway Lower",1997-07-19,NA,NA,NA,11,NA,98.4,NA,NA,NA,61.3,13.5,NA,1.057,1.04,NA,NA,0.017,NA,NA,NA,NA,NA,385,NA,924,NA,7.62,58.0295,NA,NA,24.9,3.14,428.5,94.7,14.4,1.1
"ARC ","Milkyway Lower",1997-08-02,NA,NA,NA,9.9,NA,122.4,NA,NA,NA,62.1,14.4,NA,1.721,1.5,NA,NA,0.221,NA,NA,NA,NA,NA,368,NA,1199,NA,7.82,54.0294,NA,NA,26.3,4.04,541.2,107.4,11.5,0.9
"ARC ","Milkyway Lower",1997-08-18,NA,NA,NA,6.7,NA,82.1,NA,NA,NA,65.3,12.1,NA,0.484,0.484,NA,NA,NA,NA,0.0421,NA,NA,NA,433,NA,723,NA,7.7,61.0826,NA,NA,22.4,2.78,336,84.6,12.1,1.1
"ARC ","Milkyway Lower",1998-06-16,NA,NA,NA,6.4,NA,89.5,NA,NA,NA,49.2,17.4,NA,2.17,2.17,NA,NA,NA,NA,0.0387,NA,0.00249,NA,420,NA,846,NA,7.54,55.00759,NA,NA,23.9,3.02,392.9,84.9,13.9,1
"ARC ","Milkyway Lower",1998-06-24,NA,NA,NA,7.1,NA,117.6,NA,NA,NA,54.8,20,NA,3.51,3.51,NA,NA,NA,NA,0.0358,NA,0.0384,NA,344,NA,1136,NA,7.6,59.0108,NA,NA,26,3.32,524.1,100.6,15.5,1.2
"ARC ","Milkyway Lower",1998-07-03,NA,NA,NA,8.1,NA,73.7,NA,NA,NA,57.3,15,NA,0.659,NA,NA,NA,0.659,NA,0.0415,NA,0.00575,NA,335,NA,1315,NA,7.76,65.0149,NA,NA,27.6,3.59,604.3,113.9,16.4,1.1
"ARC ","Milkyway Lower",1998-07-10,NA,NA,NA,10.9,NA,72.3,NA,NA,NA,62.9,17.1,NA,5.74,5.54,NA,NA,0.2,NA,0.0211,NA,0.007,NA,1321,NA,1489,NA,NA,67.0232,NA,NA,29.1,4.43,690.8,125.5,17.9,1.7
"ARC ","Milkyway Lower",1998-07-20,NA,NA,NA,8.9,NA,169.6,NA,NA,NA,68.4,22,NA,10.168,10.1,NA,NA,0.068,NA,0.0304,NA,0.0447,NA,304,NA,1672,NA,8.02,61.00953,NA,NA,29.3,5.09,763.7,136.7,19.2,1.6
"ARC ","Milkyway Lower",1998-08-03,NA,NA,NA,8.1,NA,37.5,NA,NA,NA,58.9,22.4,NA,0.078,NA,NA,NA,0.078,NA,NA,NA,NA,NA,360,NA,1600,NA,8.34,62.0284,NA,NA,29.3,4.71,773.1,112.5,17.9,1.6
