"LTER","Site/Stream.Name","Sampling.Date","Daily.Avg.Q.(Discharge)","Instantaneous.Q.(Discharge)","Stage.Height","Temp.C","Conductivity","Spec.Cond","Turbidity","TSS","VSS","DSi","TN","TDN","DIN","NOx","NO3","NO2","NH4","DON","TP","TDP","PO4","SRP","DOC","TOC","alkalinity","ANC","pH","DIC","Suspended.Chl","Benthic.Chl","Na","K","Ca","Mg","SO4","Cl"
"ARC ","I7 into I9",2001-08-13,NA,NA,NA,10,NA,45.5,NA,NA,NA,24.5,13.7,NA,0.418,0.418,NA,NA,NA,NA,0.0202,NA,NA,NA,480,NA,416,NA,7.6,62.348,NA,NA,15.7,4.61,210.7,41.2,3.4,2.6
"ARC ","I7 into I9",2002-06-26,NA,NA,NA,12.5,NA,39.9,NA,NA,NA,13.3,19.3,NA,0.0773,0.0773,NA,NA,NA,NA,0.0578,NA,NA,NA,NA,NA,359,NA,7.28,49.152,NA,0.1,9,6.11,198.5,39.9,2.8,2
"ARC ","I7 into I9",2002-07-05,NA,NA,NA,7.3,NA,37.4,NA,NA,NA,13.6,48.7,NA,0.0739,0.0739,NA,NA,NA,NA,0.0416,NA,0.0711,NA,522,NA,331,NA,7.17,55.202,NA,NA,7.7,4.53,166.5,34,3.1,1.8
"ARC ","I7 into I9",2002-07-12,NA,NA,NA,12,NA,39.9,NA,NA,NA,15,13.2,NA,0.183,0.183,NA,NA,NA,NA,0.0621,NA,0.0109,NA,514,NA,358,NA,6.89,63.245,NA,NA,7.9,4.93,184,36.9,3.4,2.9
"ARC ","I7 into I9",2002-07-17,NA,NA,NA,15.8,NA,23.6,NA,NA,NA,14.7,16,NA,0.671,0.671,NA,NA,NA,NA,0.0461,NA,0.0188,NA,449,NA,415,NA,7.15,59.274,NA,0.3,8.1,5.46,204.9,39.9,3,1.7
"ARC ","I7 into I9",2002-07-19,NA,NA,NA,15.1,NA,46.8,NA,NA,NA,14.7,15.8,NA,0.622,0.622,NA,NA,NA,NA,0.0568,NA,0.0182,NA,449,NA,435,NA,NA,70.706,NA,NA,8.1,5.25,211,41.2,3,1.9
"ARC ","I7 into I9",2002-07-26,NA,NA,NA,11,NA,50.3,NA,NA,NA,15,16.8,NA,0.746,0.746,NA,NA,NA,NA,0.0756,NA,0.0158,NA,430,NA,243,NA,7.3,16.739,NA,NA,7.7,4.57,215.2,41.6,2.9,1.8
"ARC ","I7 into I9",2002-08-02,NA,NA,NA,14,NA,53.8,NA,NA,NA,8.4,14.4,NA,0.665,0.665,NA,NA,NA,NA,0.0521,NA,0.0224,NA,416,NA,501,NA,6.99,78.912,NA,NA,4.8,2.22,111.4,21.2,2.9,1.9
"ARC ","I7 into I9",2002-08-07,NA,NA,NA,7.6,NA,59.5,NA,NA,NA,9.1,14.3,NA,0.572,0.572,NA,NA,NA,NA,0.0643,NA,0.0411,NA,438,NA,559,NA,6.94,101.95,NA,0.7,9.1,2.35,122.8,23.2,3.5,2.1
"ARC ","I7 into I9",2002-08-09,NA,NA,NA,7.3,NA,60.5,NA,NA,NA,15.7,13.4,NA,0.853,0.853,NA,NA,NA,NA,0.0259,NA,0.0419,NA,NA,NA,574,NA,6.91,104.999,NA,NA,11.9,5.06,270.6,51.6,3.7,1.9
"ARC ","I7 into I9",2003-06-20,NA,NA,NA,12.2,NA,32.9,NA,NA,NA,13.6,16.9,NA,0.149,0.149,NA,NA,NA,NA,0.0447,NA,0.0178,NA,451,NA,292,NA,7.25,66.251,NA,NA,7.3,6.52,130.6,27.9,2.3,2
"ARC ","I7 into I9",2003-06-25,NA,NA,NA,13.9,NA,35.7,NA,NA,NA,12,22.9,NA,0.271,0.271,NA,NA,NA,NA,0.0499,NA,0.0157,NA,455,NA,318,NA,7.07,75.213,NA,0.1,6.7,6.52,136.7,27.7,2.5,1.2
"ARC ","I7 into I9",2003-06-27,NA,NA,NA,15.6,NA,36.8,NA,NA,NA,12.3,19.4,NA,0.427,0.427,NA,NA,NA,NA,0.0381,NA,0.0233,NA,429,NA,332,NA,7.25,65.222,NA,NA,7.2,6.8,149,29.7,2.6,1.1
"ARC ","I7 into I9",2003-07-04,NA,NA,NA,9.8,NA,35.1,NA,NA,NA,19.7,25.5,NA,0.5,0.5,NA,NA,NA,NA,0.0813,NA,0.0364,NA,670,NA,292,NA,7.6,68.263,NA,NA,7.3,4.52,143.5,31.1,2.1,0.4
"ARC ","I7 into I9",2003-07-11,NA,NA,NA,13,NA,38.6,NA,NA,NA,16.6,15.6,NA,0.205,0.205,NA,NA,NA,NA,0.0535,NA,0.0228,NA,499,NA,347,NA,6.84,65.191,NA,NA,7.1,4.78,161.3,32.9,2,0.2
"ARC ","I7 into I9",2003-07-16,NA,NA,NA,8.6,NA,34.7,NA,NA,NA,19.5,22.2,NA,0.0683,0.0683,NA,NA,NA,NA,0.0787,NA,0.0181,NA,562,NA,302,NA,7.54,55.229,NA,0,6.4,3.92,142.1,28.9,2.3,0.6
"ARC ","I7 into I9",2003-07-25,NA,NA,NA,11.7,NA,40.6,NA,NA,NA,19.1,17.3,NA,0.418,0.418,NA,NA,NA,NA,0.0477,NA,0.0347,NA,487,NA,384,NA,7.33,64.226,NA,NA,7.2,4.64,175.5,34.6,2.2,0.5
"ARC ","I7 into I9",2003-08-01,NA,NA,NA,7.3,NA,38.3,NA,NA,NA,19.6,17,NA,0.212,0.212,NA,NA,NA,NA,0.0477,NA,0.042,NA,506,NA,346,NA,7.34,55.244,NA,NA,6.7,4.35,156.7,32.2,2.5,0.4
"ARC ","I7 into I9",2003-08-06,NA,NA,NA,8.6,NA,39.8,NA,NA,NA,20.7,16.6,NA,0.097,0.097,NA,NA,NA,NA,0.113,NA,0.0341,NA,510,NA,359,NA,7.46,56.236,NA,0.1,7.1,4.5,171.9,34.5,2.7,0.6
"ARC ","I7 into I9",2003-08-15,NA,NA,NA,8.4,NA,38.2,NA,NA,NA,17.8,22.2,NA,0.329,0.329,NA,NA,NA,NA,0.0773,NA,0.0145,NA,520,NA,352,NA,6.8,51.266,NA,NA,6.3,4.58,157.7,30.7,2.7,0.4
"ARC ","I7 into I9",2004-06-18,NA,NA,NA,15,NA,33.5,NA,NA,NA,6,9.6,NA,0.472,0.472,NA,NA,NA,NA,0.0485,NA,0.0222,NA,342,NA,309,NA,6.67,63.037,NA,0.4,5.8,5.88,138.1,27.7,2.3,2.2
"ARC ","I7 into I9",2004-06-23,NA,NA,NA,14.9,NA,37.5,NA,NA,NA,6.3,10.2,NA,0.76,0.76,NA,NA,NA,NA,0.0495,NA,0.0424,NA,354,NA,346,NA,6.9,85.36,NA,0.3,6,5.61,154.8,30.9,2.4,2.3
"ARC ","I7 into I9",2004-06-25,NA,NA,NA,15,NA,39.8,NA,NA,NA,6.6,11.6,NA,0.812,0.812,NA,NA,NA,NA,0.0192,NA,NA,NA,345,NA,362,NA,6.45,79.259,NA,0.2,6.1,5.52,164.8,32.7,2.4,2
"ARC ","I7 into I9",2004-07-02,NA,NA,NA,9.3,NA,45.7,NA,NA,NA,9.9,12.4,NA,0.769,0.769,NA,NA,NA,NA,0.0425,NA,0.0501,NA,362,NA,418,NA,6.7,19.0039,NA,0.4,7.2,5.33,198.5,38.4,2.5,2.3
"ARC ","I7 into I9",2004-07-09,NA,NA,NA,11.4,NA,42.5,NA,NA,NA,16.8,14.8,NA,0.221,0.221,NA,NA,NA,NA,0.0445,NA,0.0395,NA,394,NA,405,NA,NA,79.525,NA,0.7,6.8,5.72,189.6,38.2,2.7,1.9
"ARC ","I7 into I9",2004-07-14,NA,NA,NA,13,NA,39.8,NA,NA,NA,20.7,8.2,NA,0.0663,0.0663,NA,NA,NA,NA,0.0305,NA,0.035,NA,494,NA,348,NA,7.74,60.246,NA,0.2,6.6,4.37,173.4,35.7,2.7,2
"ARC ","I7 into I9",2004-07-16,NA,NA,NA,14.6,NA,40.4,NA,NA,NA,18.9,13.6,NA,0.0193,0.0193,NA,NA,NA,NA,0.0636,NA,0.0209,NA,469,NA,375,NA,7.45,62.38,NA,NA,6.6,4.59,179.7,36.2,2.8,40.2
"ARC ","I7 into I9",2004-07-23,NA,NA,NA,14.7,NA,41.5,NA,NA,NA,19.5,9,NA,0.0425,0.0425,NA,NA,NA,NA,0.0389,NA,0.0371,NA,502,NA,364,NA,6.89,61.279,NA,NA,6.6,4.47,182.6,37.2,2.6,1.6
"ARC ","I7 into I9",2004-07-30,NA,NA,NA,12.7,NA,47.5,NA,NA,NA,23.1,9.5,NA,0.165,0.165,NA,NA,NA,NA,0.0639,NA,0.0417,NA,512,NA,440,NA,8.04,71.513,NA,0.2,7.3,3.98,211.6,42.5,2.6,1.5
"ARC ","I7 into I9",2004-08-04,NA,NA,NA,11.1,NA,40.7,NA,NA,NA,25.3,12.6,NA,NA,NA,NA,NA,NA,NA,0.0336,NA,0.0423,NA,605,NA,344,NA,7.08,56.277,NA,0.6,6.5,3.38,176.4,36.8,2.5,1.7
"ARC ","I7 into I9",2004-08-06,NA,NA,NA,12.6,NA,43.8,NA,NA,NA,22.8,9.5,NA,NA,NA,NA,NA,NA,NA,0.0311,NA,0.0573,NA,520,NA,371,NA,7.71,57.321,NA,0.6,7,3.98,191.4,39.2,2.8,1
"ARC ","I7 into I9",2004-08-13,NA,NA,NA,13,NA,52.1,NA,NA,NA,23.7,11.4,NA,0.256,0.256,NA,NA,NA,NA,0.0547,NA,0.0469,NA,477,NA,471,NA,7.55,70.418,NA,0.5,7.2,4.62,223.3,43.1,2.9,1.5
"ARC ","I7 into I9",2005-06-17,NA,NA,NA,15.7,NA,42.7,NA,NA,NA,17.3,10.5,NA,0.542,0.542,NA,NA,NA,NA,0.136,NA,0.0407,NA,377,NA,405,NA,6.83,74.334,NA,NA,7.5,6.37,182.4,37.1,2.9,2.6
"ARC ","I7 into I9",2005-06-24,NA,NA,NA,11.2,NA,45.7,NA,NA,NA,16.3,9.4,NA,0.93,0.93,NA,NA,NA,NA,0.103,NA,0.0566,NA,350,NA,428,NA,6.43,87.342,NA,NA,7.4,5.38,189.1,39.3,3.2,4
"ARC ","I7 into I9",2005-06-29,NA,NA,NA,16.7,NA,50.5,NA,NA,NA,16.7,19.4,NA,1.55,1.55,NA,NA,NA,NA,0.108,NA,0.0379,NA,391,NA,478,NA,6.84,111.554,NA,0,7.8,5.45,211.1,43.2,3.1,3.2
"ARC ","I7 into I9",2005-07-01,NA,NA,23.6,12.5,NA,52.8,NA,NA,NA,17.8,10.6,NA,1.18,1.18,NA,NA,NA,NA,0.0821,NA,0.0377,NA,369,NA,502,NA,6.2,116.786,NA,NA,7.8,5.4,219.2,45.6,3.1,2.5
"ARC ","I7 into I9",2005-07-08,NA,NA,40,10.7,NA,46.7,NA,NA,NA,22.9,12.7,NA,0.479,0.479,NA,NA,NA,NA,0.111,NA,0.038,NA,477,NA,430,NA,6.51,77.327,NA,NA,7.7,4.25,199,40.3,3.3,5.5
"ARC ","I7 into I9",2005-07-15,NA,NA,87,12.6,NA,40.6,NA,NA,NA,20.4,14.1,NA,NA,NA,NA,NA,NA,NA,0.0954,NA,0.0552,NA,520,NA,359,NA,6.76,69.314,NA,NA,7.2,4.12,170.5,35,3.1,2.2
"ARC ","I7 into I9",2005-07-20,NA,NA,40,13.3,NA,38.9,NA,NA,NA,18.2,11.3,NA,0.0528,0.0528,NA,NA,NA,NA,0.0776,NA,0.0555,NA,439,NA,430,NA,7.3,56.282,NA,0.2,7.8,4.72,191.3,38.8,3.2,1.9
"ARC ","I7 into I9",2005-07-22,NA,NA,30,13.5,NA,48,NA,NA,NA,17.9,10.8,NA,0.158,0.158,NA,NA,NA,NA,0.0558,NA,0.0369,NA,429,NA,453,NA,6.5,71.618,NA,NA,8,4.75,199.9,39.6,3.3,2.2
"ARC ","I7 into I9",2005-07-29,NA,NA,27.9,11.5,NA,54.6,NA,NA,NA,20,11.8,NA,0.529,0.529,NA,NA,NA,NA,0.0797,NA,0.0535,NA,410,NA,509,NA,6.67,88.975,NA,NA,8.3,4.9,224.6,46.8,3.4,2.1
"ARC ","I7 into I9",2005-08-05,NA,NA,25,11.2,NA,59.8,NA,NA,NA,20.2,9.7,NA,0.501,0.501,NA,NA,NA,NA,0.0724,NA,0.0358,NA,384,NA,573,NA,6.33,114.41,NA,NA,8.8,4.76,246.1,50.3,3.2,2.4
"ARC ","I7 into I9",2005-08-10,NA,NA,23,14.1,NA,65.5,NA,NA,NA,20.3,9.1,NA,0.529,0.529,NA,NA,NA,NA,0.443,NA,0.019,NA,374,NA,626,NA,6.96,130.928,NA,0.2,8.6,4.59,250.1,50.6,3.2,2.2
"ARC ","I7 into I9",2005-08-12,NA,NA,23,12.9,NA,66.1,NA,NA,NA,22.5,9.5,NA,0.57,0.57,NA,NA,NA,NA,0.063,NA,0.0415,NA,375,NA,628,NA,7,149.47,NA,NA,9.6,4.93,275.9,55,3.2,1.9
"ARC ","I7 into I9",2005-08-19,NA,NA,NA,7.6,NA,71.1,NA,NA,NA,25.8,10.9,NA,0.564,0.564,NA,NA,NA,NA,0.0111,NA,0.0593,NA,372,NA,680,NA,7.27,157.41,NA,NA,9.9,4.55,295.7,58.9,3.2,13.7
"ARC ","I7 into I9",2005-08-23,NA,NA,21,8.4,NA,73.5,NA,NA,NA,26.4,10.8,NA,0.86,0.86,NA,NA,NA,NA,0.264,NA,0.0378,NA,357,NA,706,NA,7,173.28,NA,NA,10.3,4.74,298.9,60,3.3,1.8
"ARC ","I7 into I9",2006-06-16,NA,NA,63,5.8,NA,33.8,NA,NA,NA,17.7,16.6,NA,0.0869,0.0869,NA,NA,NA,NA,0.13,NA,0.0477,NA,676,NA,274,NA,6.84,57.404,NA,NA,8.3,6.8,149.5,32.9,NA,NA
"ARC ","I7 into I9",2006-06-22,NA,NA,NA,11.6,NA,36.7,NA,NA,NA,16.8,13.7,NA,NA,NA,NA,NA,NA,NA,0.078,NA,0.042,NA,609,NA,316,NA,7.59,50.354,NA,0.4,8.4,6.16,157.6,33.6,NA,NA
"ARC ","I7 into I9",2006-06-30,NA,NA,45,12.6,NA,41.2,NA,NA,NA,14.6,11.6,NA,0.0519,0.0519,NA,NA,NA,NA,0.0346,NA,0.0319,NA,493,NA,356,NA,6.78,58.773,NA,0.3,8.4,6.53,178.8,36.6,NA,NA
"ARC ","I7 into I9",2006-07-07,NA,NA,NA,10.7,NA,40.3,NA,NA,NA,16.3,15.6,NA,0.0274,0.0274,NA,NA,NA,NA,0.038,NA,0.0299,NA,546,NA,352,NA,5.83,57.24,NA,0.3,7.9,5.43,176.9,36.7,NA,NA
"ARC ","I7 into I9",2006-07-14,NA,NA,NA,13.5,NA,46.1,NA,NA,NA,15.2,11.5,NA,0.145,0.145,NA,NA,NA,NA,0.0141,NA,0.0299,NA,470,NA,416,NA,7.01,68.59,NA,0.3,12,7.12,199.2,39.9,NA,NA
"ARC ","I7 into I9",2006-07-21,NA,NA,44,10.9,NA,47.8,NA,NA,NA,20.5,12.1,NA,0.17,0.17,NA,NA,NA,NA,0.0386,NA,0.0905,NA,513,NA,435,NA,6.7,53.742,NA,2,8.2,5.53,209.4,42.2,NA,NA
"ARC ","I7 into I9",2006-07-28,NA,NA,44,15,NA,46.1,NA,NA,NA,18.3,12.7,NA,0.0261,0.0261,NA,NA,NA,NA,0.0379,NA,0.0278,NA,520,NA,414,NA,6.88,41.715,NA,0.5,8.3,5.5,200.6,40.3,NA,NA
"ARC ","I7 into I9",2006-08-04,NA,NA,38.5,13.2,NA,52.1,NA,NA,NA,17.1,13.1,NA,0.0525,0.0525,NA,NA,NA,NA,0.0213,NA,0.0376,NA,486,NA,484,NA,7.05,58.48,NA,0.2,8.7,5.56,226.5,44.3,NA,NA
"ARC ","I7 into I9",2006-08-10,NA,NA,NA,11,NA,50.8,NA,NA,NA,24.1,14.8,NA,0.0715,0.0715,NA,NA,NA,NA,0.028,NA,0.0255,NA,587,NA,457,NA,6.92,35.621,NA,0.3,8.4,4.37,222.9,44.8,NA,NA
"ARC ","I7 into I9",2006-08-18,NA,NA,52,6.8,NA,46.7,NA,NA,NA,26.9,14.6,NA,0.154,0.154,NA,NA,NA,NA,0.0235,NA,0.0297,NA,612,NA,412,NA,6.97,38.539,NA,NA,8,4.09,206.6,42.5,NA,NA
"ARC ","I7 into I9",2007-06-16,NA,NA,NA,13.9,NA,39.4,NA,NA,NA,10.9,10.6,NA,0.448,0.448,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,424,NA,6.91,49.0646,NA,0.1,7.4,7.3,166.6,32.7,NA,NA
"ARC ","I7 into I9",2007-06-21,NA,NA,NA,16.5,NA,42.9,NA,NA,NA,11,12.7,NA,0.916,0.916,NA,NA,NA,NA,0.023,NA,0.0321,NA,437,NA,393,NA,6.83,46.0854,NA,0.1,7.9,6.94,182.9,35.5,NA,NA
"ARC ","I7 into I9",2007-06-27,NA,NA,NA,13.9,NA,34.7,NA,NA,NA,11.9,11.3,NA,1.24,1.24,NA,NA,NA,NA,NA,NA,0.0231,NA,410,NA,438,NA,6.97,NA,NA,0.2,8,6.59,197.4,38.1,NA,NA
"ARC ","I7 into I9",2007-06-29,NA,NA,NA,14.9,NA,47.8,NA,NA,NA,13.1,11.7,NA,1.1,1.1,NA,NA,NA,NA,0.00702,NA,0.0418,NA,389,NA,560,NA,6.5,50.0923,NA,0.1,8.3,6.24,205.7,39.9,NA,NA
"ARC ","I7 into I9",2007-07-02,NA,NA,NA,14.8,NA,51,NA,NA,NA,13.4,11.6,NA,1.32,1.32,NA,NA,NA,NA,NA,NA,0.0696,NA,420,NA,480,NA,6.89,NA,NA,0.2,8.4,6,216,41.4,NA,NA
"ARC ","I7 into I9",2007-07-06,NA,NA,NA,15.9,NA,56.1,NA,NA,NA,14.3,11,NA,1.14,1.14,NA,NA,NA,NA,0.019,NA,0.0569,NA,392,NA,535,NA,6.94,54.201,NA,0.1,8.8,5.89,237.4,45.3,NA,NA
"ARC ","I7 into I9",2007-07-11,NA,NA,NA,17.9,NA,60,NA,NA,NA,16.4,10.5,NA,0.325,0.325,NA,NA,NA,NA,0.019,NA,0.068,NA,417,NA,579,NA,7.01,61.263,NA,1,9.3,6.1,260.5,48.8,NA,NA
"ARC ","I7 into I9",2007-07-20,NA,NA,NA,15.8,NA,63.6,NA,NA,NA,20.9,10.6,NA,0.26,0.26,NA,NA,NA,NA,0.0512,NA,0.0532,NA,432,NA,604,NA,7.14,91.516,NA,0.2,9.6,5.83,274.5,50.9,NA,NA
"ARC ","I7 into I9",2007-07-27,NA,NA,NA,14.4,NA,69.9,NA,NA,NA,23.8,11.9,NA,0.571,0.571,NA,NA,NA,NA,0.0448,NA,0.0241,NA,415,NA,673,NA,7.13,122.896,NA,0.2,10.3,5.41,298.6,55.7,NA,NA
"ARC ","I7 into I9",2007-08-03,NA,NA,NA,16.1,NA,67,NA,NA,NA,25,11.4,NA,0.134,0.134,NA,NA,NA,NA,0.1,NA,0.00166,NA,474,NA,640,NA,7.14,84.936,NA,0.7,9.8,7.42,289.2,53.4,NA,NA
"ARC ","I7 into I9",2007-08-08,NA,NA,NA,11.4,NA,50.2,NA,NA,NA,31.4,15.8,NA,0.0576,0.0576,NA,NA,NA,NA,NA,NA,NA,NA,657,NA,451,NA,7.21,70.207,NA,1.2,8,4.71,217.6,43.1,NA,NA
"ARC ","I7 into I9",2007-08-17,NA,NA,NA,12.8,NA,58.7,NA,NA,NA,25.3,13.4,NA,0.094,0.094,NA,NA,NA,NA,0.0342,NA,0.0206,NA,517,NA,531,NA,7.1,54.214,NA,NA,9.2,5.29,251.6,47.9,NA,NA
"ARC ","I7 into I9",2008-06-20,NA,NA,NA,11.6,NA,40.5,NA,NA,NA,24.3,18.5,NA,0.00145,0.00145,NA,NA,NA,NA,0.136,NA,0.0171,NA,653,NA,368,NA,7.11,67.195,NA,0.6,8.9,5.72,183,38.2,NA,NA
"ARC ","I7 into I9",2008-06-25,NA,NA,NA,15,NA,46.2,NA,NA,NA,21.2,17,NA,0.074,0.074,NA,NA,NA,NA,0.0271,NA,0.0173,NA,509,NA,422,NA,7.19,64.278,NA,0.4,9.3,6.46,203.6,41.5,NA,NA
"ARC ","I7 into I9",2008-07-04,NA,NA,11,13.7,NA,48.6,NA,NA,NA,22.8,17.2,NA,0.209,0.209,NA,NA,NA,NA,0.114,NA,0.0594,NA,538,NA,446,NA,7.12,NA,NA,0.3,9.3,5.29,213.4,43.2,NA,NA
"ARC ","I7 into I9",2008-07-11,NA,NA,60,12.8,NA,48.7,NA,NA,NA,28,19.1,NA,0.222,0.222,NA,NA,NA,NA,0.059,NA,0.0387,NA,606,NA,444,NA,6.95,64.323,NA,1.4,8.6,5.16,221.6,45.2,NA,NA
"ARC ","I7 into I9",2008-07-15,NA,NA,56,14.7,NA,49,NA,NA,NA,31.1,16.7,NA,0.0453,0.0453,NA,NA,NA,NA,0.0577,NA,0.0211,NA,662,NA,453,NA,6.9,58.294,NA,0.5,8.7,4.37,226.5,46.1,NA,NA
"ARC ","I7 into I9",2008-07-25,NA,NA,NA,10.2,NA,49.4,NA,NA,NA,29,17.8,NA,0.0477,0.0477,NA,NA,NA,NA,0.0852,NA,0.0232,NA,630,NA,465,NA,7.59,60.328,NA,0.2,8.6,4.15,226.9,46.6,NA,NA
"ARC ","I7 into I9",2008-08-01,NA,NA,56,7.3,NA,50.7,NA,NA,NA,32.2,18.9,NA,0.186,0.186,NA,NA,NA,NA,0.0161,NA,0.0343,NA,678,NA,456,NA,6.05,29.0286,NA,0.2,8.5,3.63,232.3,47.6,NA,NA
"ARC ","I7 into I9",2008-08-06,NA,NA,NA,8.5,NA,50.7,NA,NA,NA,29.3,13.9,NA,0.0905,0.0905,NA,NA,NA,NA,0.0513,NA,0.0141,NA,554,NA,478,NA,7.24,64.282,NA,0.1,8.8,4.28,234.6,47.2,NA,NA
"ARC ","I7 into I9",2008-08-15,NA,NA,40,9.4,NA,56.7,NA,NA,NA,24.4,14.1,NA,0.196,0.196,NA,NA,NA,NA,0.0725,NA,0.0424,NA,584,NA,533,NA,6.94,67.402,NA,0.4,10,5.13,259.8,50,NA,NA
"ARC ","I7 into I9",2009-06-19,NA,NA,NA,8.1,NA,34.9,NA,NA,NA,15.4,19.9,NA,0.0479,0.0479,NA,NA,NA,NA,0.103,NA,0.0284,NA,614,NA,307,NA,6.98,74.367,NA,0.3,5.4,6.02,148.7,31,NA,NA
"ARC ","I7 into I9",2009-06-24,NA,NA,42.8,13,NA,40.3,NA,NA,NA,16.5,14.7,NA,0.037,0.037,NA,NA,NA,NA,0.0999,NA,0.0343,NA,511,NA,371,NA,6.87,60.319,NA,0.2,7.4,7.4,186,37.8,NA,NA
"ARC ","I7 into I9",2009-07-03,NA,NA,NA,13.3,NA,42.4,NA,NA,NA,17.1,14.8,NA,0.0777,0.0777,NA,NA,NA,NA,0.0854,NA,0.113,NA,548,NA,377,NA,6.95,61.328,NA,0.3,5.1,5.13,184.8,36.5,NA,NA
"ARC ","I7 into I9",2009-07-10,NA,NA,NA,11.7,NA,44,NA,NA,NA,24.3,18.1,NA,0.316,0.316,NA,NA,NA,NA,0.0649,NA,0.044,NA,644,NA,403,NA,6.9,74.287,NA,0.9,5.2,4.13,198.6,39.2,NA,NA
"ARC ","I7 into I9",2009-07-15,NA,NA,49,17.6,NA,45,NA,NA,NA,22.3,20.8,NA,0.144,0.144,NA,NA,NA,NA,0.0624,NA,0.0562,NA,792,NA,410,NA,7.13,62.36,NA,0.1,8.2,6.09,208.8,41.4,NA,NA
"ARC ","I7 into I9",2009-07-24,NA,NA,NA,13.3,NA,42.9,NA,NA,NA,21.6,15.7,NA,0.552,0.552,NA,NA,NA,NA,0.0667,NA,0.0276,NA,540,NA,534,NA,6.99,78.11,NA,0.2,6.1,4.63,245.7,45.4,NA,NA
"ARC ","I7 into I9",2009-07-31,NA,NA,NA,14.6,NA,50.9,NA,NA,NA,24.7,15.7,NA,0.528,0.528,NA,NA,NA,NA,0.0467,NA,0.038,NA,557,NA,616,NA,7.61,86.814,NA,0.2,6.8,4.63,291.3,52.2,NA,NA
"ARC ","I7 into I9",2009-08-05,NA,NA,29,14.1,NA,52.1,NA,NA,NA,10.3,20.3,NA,0.301,0.301,NA,NA,NA,NA,0.101,NA,0.0191,NA,691,NA,651,NA,7.46,82.17,NA,0.2,7.7,6.07,100.6,33.1,NA,NA
"ARC ","I7 into I9",2009-08-14,NA,NA,NA,7.4,NA,36.4,NA,NA,NA,32.8,19.2,NA,0.374,0.374,NA,NA,NA,NA,0.121,NA,0.0201,NA,639,NA,526,NA,6.29,73.431,NA,0.6,6.5,3.84,254.6,48.7,NA,NA
"ARC ","I7 into I9",2010-06-18,NA,NA,NA,11.9,NA,31.1,NA,NA,NA,17.5,13.7,NA,0.476,0.476,NA,NA,NA,NA,0.0589,NA,0.0826,NA,460,NA,380,NA,6.55,69.264,NA,NA,6.9,6.04,184.7,37.9,NA,NA
"ARC ","I7 into I9",2010-06-23,NA,NA,NA,15.1,NA,NA,NA,NA,NA,19.2,12.3,NA,0.432,0.432,NA,NA,NA,NA,0.0441,NA,0.01,NA,426,NA,395,NA,7.05,56.313,NA,0.2,5.7,4.9,185.9,37.6,NA,NA
"ARC ","I7 into I9",2010-07-02,NA,NA,NA,18.1,NA,53.2,NA,NA,NA,15.9,14.8,NA,1.21,1.21,NA,NA,NA,NA,0.0333,NA,0.063,NA,438,NA,459,NA,6.82,68.479,NA,NA,7,5.32,216.7,40.6,NA,NA
"ARC ","I7 into I9",2010-07-09,NA,NA,NA,13.5,NA,53.4,NA,NA,NA,21.1,16.6,NA,0.831,0.831,NA,NA,NA,NA,0.0225,NA,0.0441,NA,464,NA,477,NA,7.05,78.417,NA,0.3,6,4.38,226.1,43.2,NA,NA
"ARC ","I7 into I9",2010-07-14,NA,NA,NA,11.8,NA,54.7,NA,NA,NA,23.4,13.1,NA,0.728,0.728,NA,NA,NA,NA,0.0616,NA,0.0123,NA,420,NA,511,NA,7.24,64.464,NA,0.3,6,3.83,226.2,44.5,NA,NA
"ARC ","I7 into I9",2010-07-23,NA,NA,NA,11.1,NA,49.4,NA,NA,NA,26.8,15.7,NA,0.246,0.246,NA,NA,NA,NA,0.0143,NA,0.0195,NA,567,NA,448,NA,6.4,58.27,NA,0.4,6,3.32,220.4,42.4,NA,NA
"ARC ","I7 into I9",2010-07-30,NA,NA,NA,11.2,NA,48.8,NA,NA,NA,29.5,17.1,NA,0.08,0.08,NA,NA,NA,NA,0.0205,NA,0.0513,NA,622,NA,413,NA,6.56,80.405,NA,0.7,5.6,3.55,204.1,41.2,NA,NA
"ARC ","I7 into I9",2010-08-05,NA,NA,NA,14.9,NA,55.4,NA,NA,NA,25.4,13.4,NA,0.061,0.061,NA,NA,NA,NA,0.0292,NA,NA,NA,462,NA,515,NA,6.92,78.495,NA,0.3,9,5.75,278.9,54.4,NA,NA
"ARC ","I7 into I9",2010-08-10,NA,NA,NA,12.6,NA,50.2,NA,NA,NA,24.5,13.6,NA,0.0332,0.0332,NA,NA,NA,NA,0.0449,NA,0.0504,NA,534,NA,460,NA,7.49,64.566,NA,0,5.3,4.07,220.6,42.5,NA,NA
"ARC ","I7 Outlet",1993-05-31,NA,NA,NA,5.8,NA,30.2,NA,NA,NA,19.7,10.2,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,504,NA,NA,NA,7.49,102.218,NA,NA,7.4,10.7,117.3,21.8,5,2.9
"ARC ","I7 Outlet",1994-07-01,NA,NA,NA,11.7,NA,27.9,NA,NA,NA,19.7,10.5,NA,2.38,0.58,NA,NA,1.8,NA,NA,NA,0.1,NA,599,NA,323,NA,8.27,39.211,NA,NA,12.6,8.18,NA,18.5,NA,NA
